1773899509.600969 server started (4143): version 3.6, socket /tmp/tmux-1001/default, protocol 8
1773899509.600980 on Linux 5.15.0-139-generic #149~20.04.1-Ubuntu SMP Wed Apr 16 08:29:56 UTC 2025
1773899509.600984 using libevent 2.1.12-stable poll
1773899509.600986 using ncurses 6.5 20240427
1773899509.633972 cmd_find_best_session: 0 sessions to try
1773899509.633974 cmd_find_current_client: no target, return (nil)
1773899509.633975 cmd_find_best_session: 0 sessions to try
1773899509.633977 cmd_find_best_session: 0 sessions to try
1773899509.633979 key_bindings_add: 0x10000000007d M-} = send-keys -X next-paragraph
1773899509.633981 cmd_find_best_session: 0 sessions to try
1773899509.633983 cmdq_next <global>: [bind-key/0x55b5d87e8540] (0), flags 0
1773899509.633986 cmdq_fire_command <global>: (1968) bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1773899509.633988 cmd_find_best_session: 0 sessions to try
1773899509.633989 cmd_find_current_client: no target, return (nil)
1773899509.633990 cmd_find_best_session: 0 sessions to try
1773899509.633992 cmd_find_current_client: no target, return (nil)
1773899509.633993 cmd_find_best_session: 0 sessions to try
1773899509.633994 cmd_find_best_session: 0 sessions to try
1773899509.633998 key_bindings_add: 0x10000010e26e M-Up = send-keys -X halfpage-up
1773899509.633999 cmd_find_best_session: 0 sessions to try
1773899509.634001 cmdq_next <global>: [bind-key/0x55b5d87e86d0] (0), flags 0
1773899509.634005 cmdq_fire_command <global>: (1976) bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1773899509.634006 cmd_find_best_session: 0 sessions to try
1773899509.634007 cmd_find_current_client: no target, return (nil)
1773899509.634009 cmd_find_best_session: 0 sessions to try
1773899509.634010 cmd_find_current_client: no target, return (nil)
1773899509.634012 cmd_find_best_session: 0 sessions to try
1773899509.634013 cmd_find_best_session: 0 sessions to try
1773899509.634016 key_bindings_add: 0x10000010e26f M-Down = send-keys -X halfpage-down
1773899509.634018 cmd_find_best_session: 0 sessions to try
1773899509.634020 cmdq_next <global>: [bind-key/0x55b5d87e8ec0] (0), flags 0
1773899509.634023 cmdq_fire_command <global>: (1984) bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1773899509.634024 cmd_find_best_session: 0 sessions to try
1773899509.634026 cmd_find_current_client: no target, return (nil)
1773899509.634027 cmd_find_best_session: 0 sessions to try
1773899509.634029 cmd_find_current_client: no target, return (nil)
1773899509.634030 cmd_find_best_session: 0 sessions to try
1773899509.634031 cmd_find_best_session: 0 sessions to try
1773899509.634034 key_bindings_add: 0x20000010e26e C-Up = send-keys -X scroll-up
1773899509.634036 cmd_find_best_session: 0 sessions to try
1773899509.634038 cmdq_next <global>: [bind-key/0x55b5d87e91d0] (0), flags 0
1773899509.634041 cmdq_fire_command <global>: (1992) bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1773899509.634043 cmd_find_best_session: 0 sessions to try
1773899509.634044 cmd_find_current_client: no target, return (nil)
1773899509.634045 cmd_find_best_session: 0 sessions to try
1773899509.634047 cmd_find_current_client: no target, return (nil)
1773899509.634048 cmd_find_best_session: 0 sessions to try
1773899509.634050 cmd_find_best_session: 0 sessions to try
1773899509.634053 key_bindings_add: 0x20000010e26f C-Down = send-keys -X scroll-down
1773899509.634054 cmd_find_best_session: 0 sessions to try
1773899509.634056 cmdq_next <global>: [bind-key/0x55b5d87e9640] (0), flags 0
1773899509.634061 cmdq_fire_command <global>: (2000) bind-key -T copy-mode-vi \\# { send-keys -FX search-backward -- "#{copy_cursor_word}" }
1773899509.634063 cmd_find_best_session: 0 sessions to try
1773899509.634064 cmd_find_current_client: no target, return (nil)
1773899509.634065 cmd_find_best_session: 0 sessions to try
1773899509.634067 cmd_find_current_client: no target, return (nil)
1773899509.634068 cmd_find_best_session: 0 sessions to try
1773899509.634070 cmd_find_best_session: 0 sessions to try
1773899509.634074 key_bindings_add: 0x23 # = send-keys -FX search-backward -- "#{copy_cursor_word}"
1773899509.634075 cmd_find_best_session: 0 sessions to try
1773899509.634077 cmdq_next <global>: [bind-key/0x55b5d87e9c40] (0), flags 0
1773899509.634081 cmdq_fire_command <global>: (2008) bind-key -T copy-mode-vi * { send-keys -FX search-forward -- "#{copy_cursor_word}" }
1773899509.634085 cmd_find_best_session: 0 sessions to try
1773899509.634086 cmd_find_current_client: no target, return (nil)
1773899509.634087 cmd_find_best_session: 0 sessions to try
1773899509.634089 cmd_find_current_client: no target, return (nil)
1773899509.634090 cmd_find_best_session: 0 sessions to try
1773899509.634092 cmd_find_best_session: 0 sessions to try
1773899509.634095 key_bindings_add: 0x2a * = send-keys -FX search-forward -- "#{copy_cursor_word}"
1773899509.634097 cmd_find_best_session: 0 sessions to try
1773899509.634099 cmdq_next <global>: [bind-key/0x55b5d87ea360] (0), flags 0
1773899509.634102 cmdq_fire_command <global>: (2016) bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1773899509.634104 cmd_find_best_session: 0 sessions to try
1773899509.634105 cmd_find_current_client: no target, return (nil)
1773899509.634107 cmd_find_best_session: 0 sessions to try
1773899509.634108 cmd_find_current_client: no target, return (nil)
1773899509.634109 cmd_find_best_session: 0 sessions to try
1773899509.634111 cmd_find_best_session: 0 sessions to try
1773899509.634113 key_bindings_add: 0x200000000063 C-c = send-keys -X cancel
1773899509.634115 cmd_find_best_session: 0 sessions to try
1773899509.634117 cmdq_next <global>: [bind-key/0x55b5d87eabf0] (0), flags 0
1773899509.634120 cmdq_fire_command <global>: (2024) bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1773899509.634122 cmd_find_best_session: 0 sessions to try
1773899509.634123 cmd_find_current_client: no target, return (nil)
1773899509.634125 cmd_find_best_session: 0 sessions to try
1773899509.634126 cmd_find_current_client: no target, return (nil)
1773899509.634128 cmd_find_best_session: 0 sessions to try
1773899509.634129 cmd_find_best_session: 0 sessions to try
1773899509.634132 key_bindings_add: 0x200000000064 C-d = send-keys -X halfpage-down
1773899509.634133 cmd_find_best_session: 0 sessions to try
1773899509.634135 cmdq_next <global>: [bind-key/0x55b5d87eaf80] (0), flags 0
1773899509.634139 cmdq_fire_command <global>: (2032) bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1773899509.634140 cmd_find_best_session: 0 sessions to try
1773899509.634141 cmd_find_current_client: no target, return (nil)
1773899509.634143 cmd_find_best_session: 0 sessions to try
1773899509.634144 cmd_find_current_client: no target, return (nil)
1773899509.634145 cmd_find_best_session: 0 sessions to try
1773899509.634147 cmd_find_best_session: 0 sessions to try
1773899509.634150 key_bindings_add: 0x200000000065 C-e = send-keys -X scroll-down
1773899509.634151 cmd_find_best_session: 0 sessions to try
1773899509.634153 cmdq_next <global>: [bind-key/0x55b5d87eb5c0] (0), flags 0
1773899509.634156 cmdq_fire_command <global>: (2040) bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1773899509.634158 cmd_find_best_session: 0 sessions to try
1773899509.634159 cmd_find_current_client: no target, return (nil)
1773899509.634161 cmd_find_best_session: 0 sessions to try
1773899509.634162 cmd_find_current_client: no target, return (nil)
1773899509.634163 cmd_find_best_session: 0 sessions to try
1773899509.634165 cmd_find_best_session: 0 sessions to try
1773899509.634167 key_bindings_add: 0x200000000062 C-b = send-keys -X page-up
1773899509.634169 cmd_find_best_session: 0 sessions to try
1773899509.634171 cmdq_next <global>: [bind-key/0x55b5d87ebab0] (0), flags 0
1773899509.634174 cmdq_fire_command <global>: (2048) bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1773899509.634175 cmd_find_best_session: 0 sessions to try
1773899509.634177 cmd_find_current_client: no target, return (nil)
1773899509.634178 cmd_find_best_session: 0 sessions to try
1773899509.634180 cmd_find_current_client: no target, return (nil)
1773899509.634181 cmd_find_best_session: 0 sessions to try
1773899509.634183 cmd_find_best_session: 0 sessions to try
1773899509.634186 key_bindings_add: 0x200000000066 C-f = send-keys -X page-down
1773899509.634187 cmd_find_best_session: 0 sessions to try
1773899509.634189 cmdq_next <global>: [bind-key/0x55b5d87ebd20] (0), flags 0
1773899509.634194 cmdq_fire_command <global>: (2056) bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1773899509.634196 cmd_find_best_session: 0 sessions to try
1773899509.634197 cmd_find_current_client: no target, return (nil)
1773899509.634199 cmd_find_best_session: 0 sessions to try
1773899509.634200 cmd_find_current_client: no target, return (nil)
1773899509.634202 cmd_find_best_session: 0 sessions to try
1773899509.634203 cmd_find_best_session: 0 sessions to try
1773899509.634206 key_bindings_add: 0x200000000068 C-h = send-keys -X cursor-left
1773899509.634207 cmd_find_best_session: 0 sessions to try
1773899509.634209 cmdq_next <global>: [bind-key/0x55b5d87ec2f0] (0), flags 0
1773899509.634213 cmdq_fire_command <global>: (2064) bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1773899509.634214 cmd_find_best_session: 0 sessions to try
1773899509.634216 cmd_find_current_client: no target, return (nil)
1773899509.634217 cmd_find_best_session: 0 sessions to try
1773899509.634218 cmd_find_current_client: no target, return (nil)
1773899509.634220 cmd_find_best_session: 0 sessions to try
1773899509.634221 cmd_find_best_session: 0 sessions to try
1773899509.634224 key_bindings_add: 0x20000000006a C-j = send-keys -X copy-pipe-and-cancel
1773899509.634226 cmd_find_best_session: 0 sessions to try
1773899509.634228 cmdq_next <global>: [bind-key/0x55b5d87ec7b0] (0), flags 0
1773899509.634231 cmdq_fire_command <global>: (2072) bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1773899509.634233 cmd_find_best_session: 0 sessions to try
1773899509.634234 cmd_find_current_client: no target, return (nil)
1773899509.634235 cmd_find_best_session: 0 sessions to try
1773899509.634237 cmd_find_current_client: no target, return (nil)
1773899509.634238 cmd_find_best_session: 0 sessions to try
1773899509.634240 cmd_find_best_session: 0 sessions to try
1773899509.634243 key_bindings_add: 0xd Enter = send-keys -X copy-pipe-and-cancel
1773899509.634244 cmd_find_best_session: 0 sessions to try
1773899509.634246 cmdq_next <global>: [bind-key/0x55b5d87ecb00] (0), flags 0
1773899509.634249 cmdq_fire_command <global>: (2080) bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1773899509.634250 cmd_find_best_session: 0 sessions to try
1773899509.634252 cmd_find_current_client: no target, return (nil)
1773899509.634253 cmd_find_best_session: 0 sessions to try
1773899509.634255 cmd_find_current_client: no target, return (nil)
1773899509.634256 cmd_find_best_session: 0 sessions to try
1773899509.634258 cmd_find_best_session: 0 sessions to try
1773899509.634260 key_bindings_add: 0x200000000075 C-u = send-keys -X halfpage-up
1773899509.634262 cmd_find_best_session: 0 sessions to try
1773899509.634264 cmdq_next <global>: [bind-key/0x55b5d87ed250] (0), flags 0
1773899509.634267 cmdq_fire_command <global>: (2088) bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1773899509.634269 cmd_find_best_session: 0 sessions to try
1773899509.634270 cmd_find_current_client: no target, return (nil)
1773899509.634272 cmd_find_best_session: 0 sessions to try
1773899509.634273 cmd_find_current_client: no target, return (nil)
1773899509.634274 cmd_find_best_session: 0 sessions to try
1773899509.634276 cmd_find_best_session: 0 sessions to try
1773899509.634278 key_bindings_add: 0x200000000076 C-v = send-keys -X rectangle-toggle
1773899509.634280 cmd_find_best_session: 0 sessions to try
1773899509.634282 cmdq_next <global>: [bind-key/0x55b5d87ec5a0] (0), flags 0
1773899509.634285 cmdq_fire_command <global>: (2096) bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1773899509.634286 cmd_find_best_session: 0 sessions to try
1773899509.634288 cmd_find_current_client: no target, return (nil)
1773899509.634289 cmd_find_best_session: 0 sessions to try
1773899509.634290 cmd_find_current_client: no target, return (nil)
1773899509.634292 cmd_find_best_session: 0 sessions to try
1773899509.634293 cmd_find_best_session: 0 sessions to try
1773899509.634296 key_bindings_add: 0x200000000079 C-y = send-keys -X scroll-up
1773899509.634300 cmd_find_best_session: 0 sessions to try
1773899509.634302 cmdq_next <global>: [bind-key/0x55b5d87ed500] (0), flags 0
1773899509.634305 cmdq_fire_command <global>: (2104) bind-key -T copy-mode-vi Escape { send-keys -X clear-selection }
1773899509.634307 cmd_find_best_session: 0 sessions to try
1773899509.634308 cmd_find_current_client: no target, return (nil)
1773899509.634309 cmd_find_best_session: 0 sessions to try
1773899509.634311 cmd_find_current_client: no target, return (nil)
1773899509.634312 cmd_find_best_session: 0 sessions to try
1773899509.634314 cmd_find_best_session: 0 sessions to try
1773899509.634317 key_bindings_add: 0x1b Escape = send-keys -X clear-selection
1773899509.634318 cmd_find_best_session: 0 sessions to try
1773899509.634320 cmdq_next <global>: [bind-key/0x55b5d87ed710] (0), flags 0
1773899509.634324 cmdq_fire_command <global>: (2112) bind-key -T copy-mode-vi Space { send-keys -X begin-selection }
1773899509.634325 cmd_find_best_session: 0 sessions to try
1773899509.634326 cmd_find_current_client: no target, return (nil)
1773899509.634328 cmd_find_best_session: 0 sessions to try
1773899509.634329 cmd_find_current_client: no target, return (nil)
1773899509.634331 cmd_find_best_session: 0 sessions to try
1773899509.634332 cmd_find_best_session: 0 sessions to try
1773899509.634335 key_bindings_add: 0x20 Space = send-keys -X begin-selection
1773899509.634336 cmd_find_best_session: 0 sessions to try
1773899509.634338 cmdq_next <global>: [bind-key/0x55b5d87ee390] (0), flags 0
1773899509.634342 cmdq_fire_command <global>: (2120) bind-key -T copy-mode-vi \\$ { send-keys -X end-of-line }
1773899509.634343 cmd_find_best_session: 0 sessions to try
1773899509.634345 cmd_find_current_client: no target, return (nil)
1773899509.634346 cmd_find_best_session: 0 sessions to try
1773899509.634347 cmd_find_current_client: no target, return (nil)
1773899509.634349 cmd_find_best_session: 0 sessions to try
1773899509.634350 cmd_find_best_session: 0 sessions to try
1773899509.634353 key_bindings_add: 0x24 $ = send-keys -X end-of-line
1773899509.634355 cmd_find_best_session: 0 sessions to try
1773899509.634356 cmdq_next <global>: [bind-key/0x55b5d87ee630] (0), flags 0
1773899509.634360 cmdq_fire_command <global>: (2128) bind-key -T copy-mode-vi , { send-keys -X jump-reverse }
1773899509.634361 cmd_find_best_session: 0 sessions to try
1773899509.634363 cmd_find_current_client: no target, return (nil)
1773899509.634364 cmd_find_best_session: 0 sessions to try
1773899509.634365 cmd_find_current_client: no target, return (nil)
1773899509.634367 cmd_find_best_session: 0 sessions to try
1773899509.634368 cmd_find_best_session: 0 sessions to try
1773899509.634371 key_bindings_add: 0x2c , = send-keys -X jump-reverse
1773899509.634373 cmd_find_best_session: 0 sessions to try
1773899509.634374 cmdq_next <global>: [bind-key/0x55b5d87f00d0] (0), flags 0
1773899509.634381 cmdq_fire_command <global>: (2136) bind-key -T copy-mode-vi / { command-prompt -T search -p "(search down)" { send-keys -X search-forward -- "%%" } }
1773899509.634382 cmd_find_best_session: 0 sessions to try
1773899509.634384 cmd_find_current_client: no target, return (nil)
1773899509.634385 cmd_find_best_session: 0 sessions to try
1773899509.634386 cmd_find_current_client: no target, return (nil)
1773899509.634388 cmd_find_best_session: 0 sessions to try
